u_idx,i_idx,timestamp
50533,3248,1258070400
50533,56351,1394323200
50533,5048,1394409600
50534,12081,1363824000
50534,42765,1386028800
50534,50757,1387324800
50535,20115,1255824000
50535,37238,1317945600
50535,42780,1326326400
50536,14313,1355097600
50536,9535,1374364800
50536,13991,1374364800
50536,21441,1374364800
50536,62192,1400544000
50536,19761,1404000000
50536,30784,1404000000
50536,33582,1404000000
50536,35463,1404000000
50536,53422,1404000000
50536,55627,1404000000
50537,54720,1371340800
50537,52669,1376870400
50537,37687,1398816000
50537,20661,1399852800
50538,45154,1365897600
50538,53564,1387411200
50538,34844,1387497600
50539,416,998179200
50539,4141,1126137600
50539,7584,1167955200
50539,15789,1210550400
50539,12385,1215993600
50539,1951,1271548800
50539,22799,1293148800
50539,20207,1299369600
50539,513,1308528000
50539,16851,1308528000
50539,15170,1340668800
50539,37593,1347667200
50539,30432,1348876800
50539,33421,1367798400
50540,35273,1294617600
50540,50857,1355788800
50540,33570,1364515200
50540,48110,1364515200
50541,6442,1364342400
50541,48810,1364342400
50541,56875,1364342400
50541,11692,1364688000
50541,1208,1366329600
50541,21858,1368921600
50541,3889,1377648000
50541,2430,1378166400
50541,24049,1378512000
50541,45744,1378512000
50541,48169,1378512000
50541,56447,1378512000
50541,47651,1378771200
50541,56446,1378771200
50541,191,1379116800
50541,3987,1380326400
50541,5537,1380326400
50541,35542,1380672000
50541,4775,1382486400
50541,34965,1382659200
50541,53020,1382659200
50541,24523,1385683200
50541,28631,1387756800
50541,1318,1389052800
50541,32542,1389052800
50542,10314,1352937600
50542,22646,1352937600
50542,35658,1352937600
50543,50464,1356652800
50543,53184,1380672000
50543,41696,1398556800
50544,10338,1210204800
50544,13505,1220918400
50544,25834,1404864000
50545,5271,1251763200
50545,9879,1253145600
50545,24030,1297296000
50546,37402,1392940800
50546,38827,1392940800
50546,51184,1392940800
50547,45598,1384646400
50547,46468,1384646400
50547,41195,1385510400
50547,58853,1385510400
50547,33955,1398556800
50547,46510,1398556800
50548,13957,1299110400
50548,26152,1299801600
50548,35582,1303430400
50549,47478,1340064000
50549,41569,1374796800
50549,29105,1403049600
50549,41100,1403049600
50549,61617,1403049600
50550,14774,1224460800
50550,14617,1252886400
50550,30075,1318377600
50550,9419,1362873600
50550,10302,1362873600
50550,40077,1362873600
50551,3223,1078790400
50551,7800,1174694400
50551,46773,1362873600
50551,45877,1365292800
50552,3374,1227916800
50552,14748,1240099200
50552,33293,1315699200
50553,537,1358812800
50553,26067,1358812800
50553,43396,1358812800
50554,16229,1386633600
50554,29064,1386633600
50554,32808,1386633600
50554,50104,1386633600
50555,49421,1363392000
50555,35443,1379808000
50555,40810,1380585600
50555,33939,1392163200
50556,9535,1357689600
50556,35801,1357689600
50556,37823,1357689600
50557,15825,1256083200
50557,18194,1295568000
50557,35086,1305676800
50557,28859,1308096000
50558,29466,1271376000
50558,40101,1315267200
50558,56175,1362614400
50558,17535,1364860800
50559,24180,1372118400
50559,35843,1372118400
50559,29337,1400284800
50559,44495,1400284800
50560,20295,1272585600
50560,23126,1272585600
50560,7742,1273881600
50561,6769,1138665600
50561,8252,1166659200
50561,14979,1211500800
50561,13474,1226361600
50562,1016,1378080000
50562,13554,1378080000
50562,14955,1378080000
50562,25067,1378080000
50562,34305,1378080000
50562,44615,1378080000
50563,50102,1350518400
50563,23246,1358899200
50563,48202,1358899200
50563,48588,1358899200
50563,54509,1358899200
50563,15831,1363651200
50564,19925,1251936000
50564,37372,1340928000
50564,27681,1354320000
50564,41055,1355270400
50565,18616,1345766400
50565,44023,1376697600
50565,12542,1379462400
50566,33749,1303862400
50566,35878,1305331200
50566,37191,1305331200
50567,28546,1378166400
50567,34498,1378166400
50567,31231,1401235200
50567,53942,1401235200
50568,14872,1266537600
50568,17722,1266537600
50568,17757,1266537600
50568,384,1266624000
50568,2313,1266624000
50569,34283,1365811200
50569,22810,1368057600
50569,26067,1390608000
50569,33712,1390608000
50569,34226,1390608000
50569,37570,1390608000
50569,43716,1390608000
50570,31886,1325462400
50570,43837,1325462400
50570,57262,1374796800
50570,31973,1376611200
50570,564,1391385600
50571,2981,1157328000
50571,37546,1307059200
50571,23075,1316131200
50571,22190,1332720000
50571,36992,1332720000
50571,2853,1350864000
50571,38519,1351296000
50571,57093,1377820800
50571,57881,1380326400
50571,29896,1392768000
50572,2302,1318204800
50572,21502,1345248000
50572,33312,1364428800
50572,38129,1375920000
50572,40619,1375920000
50572,51591,1388188800
50572,51643,1388188800
50572,59776,1388188800
50572,14798,1389398400
50572,21533,1389398400
50573,38650,1318550400
50573,25063,1327017600
50573,29227,1344988800
50573,59184,1384387200
50574,33320,1290988800
50574,32242,1303689600
50574,14820,1306195200
50574,21240,1308873600
50574,25724,1323043200
50575,14900,1231891200
50575,2986,1233187200
50575,18255,1244678400
50575,21964,1254355200
50575,27178,1268179200
50575,30805,1288310400
50575,33777,1288310400
50575,10623,1288742400
50575,40496,1314144000
50575,46976,1335916800
50575,28194,1350259200
50575,49551,1353283200
50575,42713,1353456000
50575,47414,1354838400
50575,52329,1355270400
50576,10050,1203033600
50576,34052,1297641600
50576,36559,1354320000
50576,14519,1354406400
50576,55552,1377302400
50576,5506,1383264000
50577,31420,1384819200
50577,31792,1384819200
50577,34333,1384819200
50578,7631,1325980800
50578,18692,1325980800
50578,3834,1326067200
50578,24031,1326067200
50578,45698,1361923200
50578,30124,1388880000
50579,10234,1216512000
50579,19184,1233705600
50579,19055,1245974400
50579,23096,1289260800
50579,33339,1387152000
50579,60919,1387152000
50580,1310,1138492800
50580,18045,1274486400
50580,55544,1368230400
50581,21021,1294444800
50581,29114,1341360000
50581,49777,1382918400
50582,3695,1302998400
50582,45596,1334448000
50582,32961,1361059200
50583,9913,1172275200
50583,15163,1280880000
50583,29100,1289174400
50584,14151,1233187200
50584,19300,1285632000
50584,24133,1298505600
50584,26102,1313280000
50584,24733,1314316800
50584,24566,1329523200
50584,23184,1347926400
50584,17950,1350864000
50584,19557,1352678400
50584,38598,1354665600
50584,23832,1362355200
50584,39808,1363132800
50584,39809,1363564800
50584,18259,1363996800
50584,50975,1364342400
50585,32813,1384732800
50585,49625,1384732800
50585,59115,1392249600
50585,513,1394755200
50585,22678,1394755200
50585,48946,1394755200
50585,51744,1394755200
50585,53613,1394755200
50585,54456,1394755200
50585,59915,1394755200
50585,60322,1394755200
50585,61062,1394755200
50586,35443,1372377600
50586,51292,1372377600
50586,44677,1385337600
50586,37837,1388188800
50586,11091,1404777600
50586,39229,1404777600
50586,45993,1404777600
50587,5225,1391904000
50587,57660,1391904000
50587,13343,1400457600
50587,3127,1403049600
50588,30185,1311811200
50588,38271,1311811200
50588,36596,1317254400
50588,43102,1322956800
50588,44437,1340928000
50588,52145,1351123200
50588,58538,1382572800
50588,39844,1388275200
50588,16496,1388880000
50588,50412,1388880000
50589,19281,1299024000
50589,18567,1299110400
50589,14955,1299196800
50590,17865,1341273600
50590,34748,1356652800
50590,41382,1362441600
50591,4959,1365206400
50591,12287,1365206400
50591,13922,1365206400
50591,15694,1365206400
50591,18567,1365206400
50591,20595,1365206400
50591,24203,1365206400
50591,28048,1365206400
50591,28150,1365206400
50591,28195,1365206400
50591,29105,1365206400
50591,39818,1365206400
50591,45154,1365206400
50591,45879,1365206400
50591,46079,1365206400
50591,46493,1365206400
50592,30874,1302739200
50592,41100,1395014400
50592,56400,1395014400
50593,14907,1405555200
50593,23608,1405555200
50593,23751,1405555200
50593,41649,1405555200
50593,41922,1405555200
50593,42155,1405555200
50593,47663,1405555200
50594,14659,1210291200
50594,39082,1307750400
50594,17688,1316822400
50594,41381,1316822400
50594,18722,1330128000
50594,41055,1342051200
50594,40486,1356825600
50595,9596,1174521600
50595,7146,1182470400
50595,39430,1341273600
50596,6603,1352419200
50596,30433,1355788800
50596,6548,1358553600
50597,54902,1372118400
50597,51798,1373414400
50597,43374,1378944000
50597,61515,1390435200
50597,15694,1391731200
50597,48664,1391731200
50597,62029,1393200000
50598,56142,1362355200
50598,42155,1383091200
50598,28338,1383264000
50599,22756,1394928000
50599,26322,1394928000
50599,29105,1394928000
50599,48648,1394928000
50600,54243,1368662400
50600,1009,1373155200
50600,12542,1373155200
50600,21156,1373155200
50600,25679,1373155200
50600,8595,1396569600
50600,15177,1396569600
50600,16282,1396569600
50600,46214,1396569600
50601,31660,1289174400
50601,25331,1295568000
50601,30792,1296000000
50601,36372,1326844800
50601,33258,1355961600
50602,52203,1351814400
50602,2809,1362182400
50602,5439,1362182400
50602,10614,1362182400
50602,13554,1362182400
50602,18261,1362182400
50602,23574,1362182400
50602,25839,1362182400
50602,26495,1362182400
50602,35658,1362182400
50602,48564,1362182400
50602,52952,1362182400
50603,734,1209772800
50603,27245,1282780800
50603,33771,1358035200
50604,42116,1376092800
50604,47158,1376092800
50604,53293,1376092800
50604,26159,1387238400
50605,21363,1356652800
50605,21441,1356652800
50605,38369,1356652800
50606,39077,1360195200
50606,12180,1371686400
50606,45427,1371686400
50607,4597,1198972800
50607,7183,1198972800
50607,11873,1297900800
50607,37472,1318636800
50607,5324,1347926400
50607,20941,1347926400
50607,4191,1360800000
50607,3438,1361750400
50607,22628,1361923200
50607,33320,1361923200
50608,24182,1266624000
50608,19264,1289174400
50608,36192,1332288000
50608,21453,1334016000
50608,41822,1334016000
50609,41822,1330214400
50609,22142,1338249600
50609,18841,1340755200
50609,19573,1344816000
50609,30145,1351209600
50609,37204,1356912000
50609,47381,1356912000
50609,25083,1361491200
50609,31752,1361491200
50609,55360,1361491200
50610,16918,1229990400
50610,24165,1269216000
50610,31339,1288656000
50610,25724,1357084800
50610,39268,1357084800
50610,45059,1357084800
50610,45442,1357084800
50610,46525,1357084800
50610,47600,1357084800
50610,48643,1357084800
50610,49174,1357084800
50610,47835,1357171200
50611,11615,1340755200
50611,19746,1340755200
50611,22389,1340755200
50611,36133,1340755200
50611,39592,1340755200
50611,40578,1340755200
50611,45306,1340755200
50611,33295,1350172800
50611,43953,1350172800
50612,34153,1293148800
50612,11903,1365379200
50612,30432,1397520000
50612,57988,1397520000
50613,10271,1191888000
50613,9863,1198800000
50613,30272,1292889600
50613,26442,1304035200
50613,43003,1324252800
50614,33966,1297728000
50614,15248,1300579200
50614,35053,1300579200
50614,35249,1300579200
50614,36514,1300579200
50614,22061,1302739200
50614,7447,1303257600
50614,16882,1303257600
50614,17968,1303257600
50614,18269,1303257600
50614,22389,1303257600
50614,26325,1303257600
50614,26812,1303257600
50615,52979,1358899200
50615,54552,1358899200
50615,48214,1374019200
50615,49528,1374019200
50616,11451,1388620800
50616,19147,1388620800
50616,20319,1388620800
50617,32337,1331424000
50617,25743,1384300800
50617,37753,1384300800
50617,46413,1384300800
50617,39633,1384387200
50617,26057,1384473600
50617,35486,1384473600
50617,15461,1388188800
50617,45974,1388188800
50618,9879,1199750400
50618,12493,1199750400
50618,23496,1301529600
50618,24994,1312070400
50618,32813,1312070400
50619,28399,1392163200
50619,39818,1392163200
50619,14955,1399939200
50620,21532,1271030400
50620,28290,1271030400
50620,14123,1271635200
50620,16295,1271635200
50620,23264,1271635200
50620,5244,1271894400
50621,20751,1282176000
50621,46470,1358035200
50621,27306,1361923200
50622,434,1404259200
50622,32068,1404259200
50622,33603,1404259200
50622,33605,1404259200
50623,23490,1389916800
50623,28547,1389916800
50623,31472,1389916800
50624,21215,1316563200
50624,31572,1318809600
50624,4970,1357084800
50624,6363,1357084800
50624,6649,1357084800
50625,50394,1361836800
50625,12287,1362787200
50625,21049,1362787200
50625,28846,1362787200
50625,36773,1362787200
50625,38135,1362787200
50625,45360,1362787200
50625,46820,1362873600
50625,14853,1363996800
50625,25624,1366070400
50625,36219,1366070400
50626,29304,1282262400
50626,26569,1291766400
50626,37897,1359590400
50627,46587,1352073600
50627,45154,1355875200
50627,45477,1355875200
50627,27123,1360281600
50627,24180,1361404800
50627,37756,1361750400
50627,2097,1372636800
50627,55114,1373155200
50627,51089,1388448000
50628,3701,1096329600
50628,5076,1113177600
50628,8798,1176163200
50628,16176,1218326400
50628,13040,1225411200
50628,11260,1227830400
50629,755,1345939200
50629,15520,1358985600
50629,41100,1358985600
50630,4945,1169337600
50630,7865,1169337600
50630,9941,1169337600
50630,7999,1169424000
50630,3003,1174262400
50630,9645,1193788800
50630,11791,1267747200
50631,40194,1335312000
50631,29751,1346716800
50631,32829,1346716800
50631,36305,1346716800
50631,17535,1374796800
50631,31187,1374796800
50632,10771,1215993600
50632,39169,1314489600
50632,34118,1314576000
50632,28869,1343001600
50633,14674,1336176000
50633,26745,1343865600
50633,53874,1355270400
50633,30034,1355443200
50633,34182,1355616000
50633,35281,1363132800
50633,53922,1364342400
50633,37446,1379808000
50633,43840,1381795200
50633,61101,1382486400
50633,59711,1383091200
50633,49568,1391990400
50634,51086,1394236800
50634,9559,1397606400
50634,24180,1397606400
50634,15976,1397692800
50635,42649,1372636800
50635,50004,1385596800
50635,41946,1387065600
50635,50039,1387065600
50636,44032,1327363200
50636,39964,1362700800
50636,39990,1362700800
50637,48607,1395187200
50637,48952,1395187200
50637,49547,1395187200
50637,60743,1395187200
50638,20605,1364083200
50638,52446,1364083200
50638,7941,1369180800
50639,19692,1376179200
50639,45204,1376179200
50639,48394,1376179200
50639,22190,1388275200
50639,32211,1399334400
50639,35589,1399334400
50639,40636,1399334400
50639,60798,1399334400
50639,59311,1402099200
50640,26960,1269216000
50640,9867,1307664000
50640,39308,1364515200
50640,48398,1364515200
50640,53491,1364515200
50640,52372,1369180800
50641,36630,1325980800
50641,38776,1326585600
50641,8620,1329436800
50641,12313,1329436800
50642,39943,1330387200
50642,44545,1340755200
50642,13432,1342483200
50643,10938,1297382400
50643,35734,1304035200
50643,23414,1306368000
50643,42580,1332374400
50643,47039,1335398400
50643,45019,1336262400
50643,46837,1345075200
50643,47267,1345075200
50643,50704,1365379200
50643,56534,1375401600
50643,61165,1400457600
50643,58380,1400716800
50644,44609,1331337600
50644,35840,1355529600
50644,39633,1387238400
50644,45154,1387238400
50644,2906,1393459200
50644,23888,1393459200
50644,32344,1393459200
50645,25836,1312502400
50645,38203,1376179200
50645,47369,1376179200
50645,51353,1376179200
50646,23986,1285113600
50646,42640,1322006400
50646,48516,1357430400
50646,44981,1358467200
50646,46787,1360368000
50646,50738,1366156800
50646,48299,1368748800
50647,12287,1362268800
50647,28067,1362268800
50647,50254,1362268800
50647,52004,1362268800
50647,27983,1363996800
50647,50253,1363996800
50648,15687,1306108800
50648,19221,1328572800
50648,37878,1381190400
50648,9449,1383955200
50648,29826,1383955200
50648,18538,1384041600
50649,28753,1357084800
50649,40386,1361750400
50649,49943,1361750400
50650,5913,1325721600
50650,24146,1325721600
50650,33809,1325721600
50651,17928,1258848000
50651,34753,1350950400
50651,37044,1370908800
50652,14797,1229817600
50652,40207,1341446400
50652,42801,1361577600
50652,21133,1362700800
50653,46690,1340323200
50653,34441,1358294400
50653,16160,1361577600
50653,4832,1395273600
50653,14713,1395273600
50653,40458,1395273600
50653,49737,1395273600
50654,45286,1356048000
50654,54240,1357171200
50654,5270,1369958400
50654,51497,1369958400
50654,51502,1369958400
50654,54633,1375401600
50655,42763,1335225600
50655,25736,1350518400
50655,31859,1350518400
50655,41382,1350518400
50656,23380,1259712000
50656,38136,1332979200
50656,54953,1358121600
50657,28068,1289260800
50657,18141,1305244800
50657,32840,1324252800
50657,24222,1326240000
50657,43265,1331164800
50657,42216,1367798400
50658,9625,1221868800
50658,7487,1247529600
50658,42047,1331769600
50659,12865,1297987200
50659,34288,1297987200
50659,41837,1354838400
50660,3410,1127088000
50660,12281,1232323200
50660,28653,1302825600
50661,23537,1380153600
50661,44718,1380153600
50661,47900,1380153600
50661,51677,1380153600
50662,4623,1388707200
50662,15237,1388707200
50662,16754,1388707200
50663,30374,1284681600
50663,12070,1285200000
50663,26142,1285200000
50664,14918,1228003200
50664,19797,1336435200
50664,53706,1354665600
50664,39818,1357084800
50664,36496,1358294400
50664,26282,1360713600
50664,42016,1360713600
50664,43704,1360713600
50664,47991,1360713600
50664,49998,1360713600
50664,35443,1363996800
50664,43668,1363996800
50664,56203,1363996800
50664,11603,1369008000
50664,13554,1369008000
50664,24180,1369008000
50664,50397,1369008000
50664,47992,1382918400
50664,45831,1386115200
50664,26518,1399075200
50664,62096,1400544000
50664,40543,1400630400
50665,25775,1321401600
50665,44301,1358208000
50665,38193,1360368000
50666,3738,1126569600
50666,29904,1315526400
50666,30662,1321920000
50666,23648,1332720000
50667,4383,1322438400
50667,32680,1322438400
50667,32684,1322438400
50667,10871,1335139200
50667,27489,1335139200
50667,37020,1335139200
50667,41491,1362700800
50668,32870,1388448000
50668,51164,1388448000
50668,14462,1391731200
50669,4763,1357689600
50669,10314,1357689600
50669,22126,1357689600
50670,16987,1377043200
50670,32235,1377043200
50670,12620,1383264000
50671,6337,1162512000
50671,15420,1295568000
50671,30703,1296777600
50672,41368,1363737600
50672,38285,1367107200
50672,23907,1371772800
50672,11692,1376956800
50672,56313,1376956800
50672,53666,1384646400
50672,49148,1385424000
50673,18287,1287446400
50673,10619,1300060800
50673,47728,1359504000
50674,1950,1141084800
50674,5652,1152316800
50674,9174,1165363200
50674,8159,1165449600
50674,8007,1165881600
50674,17721,1231372800
50674,20701,1245283200
50675,39951,1365465600
50675,41203,1365465600
50675,42475,1365465600
50676,17861,1401926400
50676,25665,1401926400
50676,31077,1401926400
50676,37139,1401926400
50676,48095,1401926400
50676,48889,1401926400
50676,54847,1401926400
50676,57343,1401926400
50676,23396,1402012800
50677,48106,1338854400
50677,24485,1390608000
50677,24798,1390608000
50677,45994,1390608000
50678,17032,1301788800
50678,331,1305072000
50678,33629,1310342400
50678,15170,1312070400
50678,32921,1312070400
50678,38924,1314316800
50678,32357,1316822400
50678,50738,1355356800
50678,19100,1367107200
50678,47445,1367107200
50679,36823,1347321600
50679,18118,1353715200
50679,26120,1353715200
50679,43767,1355875200
50679,20872,1363737600
50679,37204,1374278400
50679,56642,1374451200
50679,25717,1375401600
50679,2059,1375833600
50679,57220,1379030400
50680,11426,1321574400
50680,13100,1321574400
50680,45993,1379116800
50681,35770,1386201600
50681,42153,1386201600
50681,44063,1386201600
50681,48952,1386201600
50682,7447,1365897600
50682,11692,1365897600
50682,48643,1365897600
50682,51201,1365897600
50682,48640,1367280000
50682,61130,1389398400
50683,18551,1384560000
50683,19100,1384560000
50683,35877,1384560000
50683,35904,1384560000
50683,56897,1384560000
50683,57689,1384560000
50683,59621,1384560000
50683,43212,1384646400
50683,51937,1384646400
50684,12912,1197936000
50684,2826,1235952000
50684,11492,1246320000
50685,26143,1288656000
50685,34075,1311292800
50685,26442,1316044800
50685,32166,1322697600
50685,23258,1352505600
50686,19140,1266105600
50686,20147,1266105600
50686,23086,1266105600
50686,31872,1287619200
50687,20751,1362700800
50687,26742,1362700800
50687,39563,1373241600
50687,57476,1379635200
50688,45210,1354752000
50688,47729,1354752000
50688,46562,1376006400
50688,20850,1377388800
50688,41895,1377388800
50688,56893,1377388800
50688,59478,1377388800
50688,47960,1381622400
50688,56776,1381622400
50688,60251,1398470400
50689,37057,1298937600
50689,41016,1322438400
50689,35906,1323302400
50689,42275,1323302400
50689,50544,1360540800
50689,49001,1364083200
50689,9205,1366588800
50690,4876,1318464000
50690,14650,1318464000
50690,37720,1318464000
50690,6025,1318550400
50690,37908,1319760000
50690,41016,1319760000
50690,38429,1321660800
50690,4728,1322438400
50690,12542,1324944000
50690,35319,1324944000
50690,13607,1326672000
50690,6150,1327104000
50690,26648,1327104000
50690,33536,1328572800
50690,23574,1328659200
50690,28869,1329523200
50690,13299,1334361600
50690,18944,1341273600
50690,2173,1363910400
50690,4724,1363910400
50691,35921,1348444800
50691,53745,1401753600
50691,18597,1404345600
50691,45063,1404345600
50691,45106,1404345600
50692,44967,1364688000
50692,45108,1364688000
50692,22061,1370822400
50693,20176,1398211200
50693,25485,1398211200
50693,27138,1398211200
50693,40141,1398211200
50694,29306,1361145600
50694,1016,1369008000
50694,16679,1369699200
50694,57069,1373414400
50695,18434,1396828800
50695,49060,1396828800
50695,50956,1396828800
50696,38927,1357171200
50696,31860,1361750400
50696,17604,1362700800
50697,7403,1279324800
50697,8237,1279324800
50697,28303,1279324800
50697,30300,1329091200
50697,26143,1331337600
50697,19529,1357948800
50697,43263,1366848000
50697,59804,1379203200
50697,43842,1382400000
50697,59881,1398729600
50697,57371,1399507200
50697,36605,1402012800
50697,60786,1402444800
50698,26485,1292025600
50698,40693,1321833600
50698,10839,1341964800
50698,27622,1341964800
50698,34983,1341964800
50699,30117,1357171200
50699,44721,1359158400
50699,33536,1359849600
50699,38902,1359849600
50699,13869,1360972800
50700,20260,1266192000
50700,46452,1391126400
50700,50857,1391126400
50700,50917,1391126400
50700,37204,1397606400
50700,37389,1397606400
50701,25644,1330560000
50701,34310,1330560000
50701,1394,1331164800
50701,12998,1331164800
50701,18562,1331164800
50701,21475,1331164800
50701,33821,1331164800
50701,41649,1331164800
50701,58461,1386633600
50701,58793,1386633600
50701,59311,1386633600
50701,4781,1387411200
50701,35843,1388361600
50702,42210,1355875200
50702,21226,1402358400
50702,53302,1402358400
50703,9653,1255305600
50703,17225,1255305600
50703,20728,1270771200
50703,905,1285113600
50703,8558,1285113600
50703,6206,1285977600
50703,12170,1290297600
50703,34242,1293667200
50703,18942,1294012800
50703,23820,1301529600
50703,588,1303084800
50703,23129,1307059200
50703,5582,1320537600
50703,20089,1320537600
50703,35953,1323907200
50703,4646,1325721600
50703,11260,1331510400
50703,21533,1331510400
50703,36316,1334880000
50703,18317,1339545600
50703,48572,1339804800
50703,48641,1341964800
50703,45044,1343692800
50703,55198,1347926400
50703,44487,1349481600
50703,14175,1351209600
50703,12287,1353196800
50703,16789,1353196800
50703,40978,1353196800
50703,18452,1356393600
50703,40814,1356393600
50703,11262,1358553600
50703,45468,1361145600
50703,42878,1363478400
50703,13654,1365120000
50704,30117,1353369600
50704,49249,1353369600
50704,45760,1358985600
50705,21535,1292198400
50705,32015,1326672000
50705,35851,1326672000
50706,41837,1335052800
50706,10148,1385164800
50706,19281,1400976000
50707,34264,1381881600
50707,41540,1381881600
50707,25839,1386892800
50707,39028,1386892800
50708,23671,1378598400
50708,31422,1378598400
50708,47171,1378598400
50709,9886,1316563200
50709,35950,1321833600
50709,30782,1334361600
50709,14847,1339113600
50709,23803,1339113600
50709,31996,1339113600
50709,37733,1339113600
50709,2000,1339200000
50710,14341,1233273600
50710,12469,1236816000
50710,17334,1236816000
50710,14736,1259539200
50710,11091,1264982400
50710,21862,1285113600
50710,27992,1300147200
50710,34923,1360108800
50710,48188,1360108800
50710,50954,1360108800
50710,49119,1362268800
50711,37159,1313193600
50711,37238,1313193600
50711,20332,1326758400
50711,21530,1326758400
50712,5838,1164931200
50712,13000,1193529600
50712,51602,1362182400
50712,26442,1371600000
50712,41734,1385337600
50712,23907,1390953600
50713,14732,1229212800
50713,14764,1292716800
50713,26914,1295568000
50713,17736,1298678400
50714,12542,1285804800
50714,20240,1285804800
50714,30299,1285804800
50714,32319,1312156800
50714,40488,1388016000
50714,48285,1388016000
50714,59621,1388016000
50715,6800,1239753600
50715,9123,1264636800
50715,22202,1283904000
50715,25221,1283904000
50715,32920,1296000000
50715,31649,1299024000
50715,30473,1299110400
50715,10517,1318291200
50715,32915,1318291200
50715,42195,1318291200
50715,35577,1320278400
50715,5624,1320796800
50715,25973,1321056000
50715,29367,1321056000
50715,44142,1321401600
50715,23544,1321833600
50715,34611,1323388800
50715,26172,1323475200
50715,32603,1323475200
50715,40581,1323475200
50715,35969,1329868800
50715,38808,1333065600
50715,31680,1349913600
50715,2661,1351382400
50715,42611,1351382400
50715,45693,1351382400
50715,46753,1351382400
50715,41281,1358640000
50715,32840,1361491200
50715,52913,1366156800
50715,39105,1368748800
50715,52977,1369008000
50715,53695,1369008000
50715,30278,1371254400
50715,29761,1371600000
50715,33647,1371600000
50715,21533,1371859200
50715,36562,1372636800
50715,55872,1374624000
50715,54998,1384214400
50715,7675,1384387200
50715,43133,1384387200
50715,56173,1384387200
50715,59828,1386115200
50715,57154,1389657600
50715,8531,1390262400
50715,15686,1390262400
50715,23088,1390262400
50715,27308,1390262400
50715,43248,1390262400
50715,54918,1390262400
50715,3589,1395878400
50715,26868,1395878400
50715,47651,1397174400
50716,36970,1332892800
50716,37766,1332892800
50716,39875,1335312000
50716,4821,1349568000
50716,5939,1349568000
50716,22678,1349568000
50716,38654,1349568000
50716,40770,1349568000
50716,19536,1365033600
50716,19691,1365033600
50716,25284,1365033600
50716,40322,1365033600
50716,41229,1365033600
50716,44443,1365033600
50716,44444,1365033600
50716,49908,1365033600
50716,51096,1365033600
50716,51776,1365033600
50716,8178,1365379200
50716,40486,1365379200
50717,8243,1233878400
50717,8283,1270339200
50717,30962,1283040000
50717,15535,1307664000
50717,5178,1308528000
50717,15433,1346544000
50717,38191,1351209600
50717,50190,1379721600
50717,33830,1381017600
50717,37593,1381017600
50718,11069,1189123200
50718,34378,1322179200
50718,39260,1364169600
50718,25745,1365033600
50718,25784,1365638400
50718,41177,1365811200
50718,44812,1366934400
50718,11545,1367193600
50718,34185,1367193600
50718,43763,1368489600
50718,36220,1369699200
50718,48632,1369699200
50718,26970,1374192000
50718,40956,1378598400
50718,16812,1383436800
50718,38563,1383436800
50718,54912,1383436800
50718,4425,1390089600
50718,9637,1390089600
50718,10686,1390089600
50718,249,1393459200
50718,838,1393459200
50718,7351,1393459200
50718,20647,1393459200
50718,32004,1393459200
50718,41024,1393459200
50718,41358,1393459200
50718,6693,1402358400
50719,22022,1290297600
50719,32081,1294444800
50719,10033,1310256000
50720,18692,1364688000
50720,39796,1364688000
50720,4728,1365379200
50720,13105,1365379200
50721,25822,1295308800
50721,35622,1376524800
50721,36071,1376524800
50721,13551,1386374400
50722,23827,1362787200
50722,26283,1362787200
50722,27231,1368576000
50722,32074,1370476800
50722,44100,1380585600
50722,32537,1388448000
50722,30186,1391472000
50722,40793,1391472000
50722,58838,1391472000
50723,2788,1238889600
50723,17220,1239062400
50723,28700,1281052800
50723,49187,1351382400
50723,16063,1355011200
50723,30185,1355011200
50723,50446,1355011200
50724,9656,1399334400
50724,25867,1399334400
50724,36718,1399334400
50724,57014,1399334400
50724,57354,1399334400
50725,3194,1102550400
50725,6973,1128902400
50725,16679,1284508800
50725,37263,1306627200
50725,32134,1361145600
50725,31889,1364515200
50725,37796,1364515200
50725,46557,1374278400
50726,4073,1356825600
50726,12287,1356825600
50726,24129,1356825600
50726,43701,1356825600
50727,22190,1323043200
50727,36756,1323043200
50727,27824,1340064000
50727,25609,1343347200
50728,8869,1181606400
50728,11135,1182988800
50728,5072,1185494400
50729,9861,1190419200
50729,15016,1215907200
50729,16260,1218758400
50729,3656,1231200000
50729,20947,1266710400
50729,5281,1274918400
50729,25670,1306540800
50729,888,1350691200
50729,331,1353369600
50730,4724,1223942400
50730,7249,1224201600
50730,16819,1224201600
50730,18465,1238112000
50730,11009,1244160000
50731,29971,1367452800
50731,16789,1376006400
50731,36229,1376006400
50731,47373,1376006400
50732,4505,1167868800
50732,4888,1167868800
50732,3251,1193443200
50732,17788,1303776000
50732,12542,1308700800
50732,19365,1308700800
50732,30299,1308700800
50732,29764,1320796800
50733,40318,1356825600
50733,45650,1356825600
50733,46470,1356825600
50734,21349,1240963200
50734,14730,1250985600
50734,22966,1252800000
50734,14022,1290211200
50734,8009,1290902400
50734,32920,1297296000
50734,36383,1330041600
50734,4,1331510400
50734,50489,1355529600
50735,2000,1335225600
50735,46817,1351296000
50735,13248,1392595200
50736,17771,1310428800
50736,39338,1360368000
50736,31622,1363132800
50736,47991,1363132800
50737,39920,1389398400
50737,61812,1398902400
50737,56163,1403308800
50738,1664,1342310400
50738,13189,1342310400
50738,39518,1342310400
